latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
18.41101,95.26782,337.5,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,305.29,3.95,D,0
18.44492,95.2383,334.47,0.53,0.5,2026-01-01,0721,N20,VIIRS,l,2,305.93,3.82,D,0
18.44466,95.2402,341.66,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,306.11,4.05,D,0
18.45319,95.27442,341.79,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,303.69,7.26,D,0
18.44814,95.22968,346.26,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,305.95,10.71,D,0
18.45275,95.2291,343.51,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,308.52,20.56,D,0
18.45218,95.22413,340.01,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,306.74,20.56,D,0
18.45735,95.22851,334.9,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,303.23,20.56,D,0
18.49131,95.23934,351.73,0.53,0.5,2026-01-01,0721,N20,VIIRS,n,2,310.7,34.28,D,0
18.51748,95.34359,343.52,0.54,0.5,2026-01-01,0721,N20,VIIRS,n,2,306.22,5.9,D,0
18.55091,95.59142,331.31,0.56,0.51,2026-01-01,0721,N20,VIIRS,l,2,304.47,3.73,D,0
18.5503,95.58614,331.68,0.56,0.51,2026-01-01,0721,N20,VIIRS,l,2,306.27,3.73,D,0
18.54491,95.34712,345.99,0.54,0.51,2026-01-01,0721,N20,VIIRS,n,2,305.42,11.97,D,0
18.55575,95.19241,329.34,0.52,0.5,2026-01-01,0721,N20,VIIRS,n,2,304.31,2.52,D,0
18.63411,95.46651,333.88,0.55,0.51,2026-01-01,0721,N20,VIIRS,n,2,305.58,3.08,D,0
18.85253,96.41603,341.45,0.32,0.54,2026-01-01,0721,N20,VIIRS,n,2,306.52,1.8,D,0
18.82346,95.67429,328.86,0.57,0.52,2026-01-01,0721,N20,VIIRS,n,2,301.02,3.63,D,0
18.81827,95.41271,333.95,0.55,0.51,2026-01-01,0721,N20,VIIRS,l,2,306.67,3.41,D,0
18.83525,95.395,341.87,0.54,0.51,2026-01-01,0721,N20,VIIRS,n,2,306.27,6.47,D,0
18.95073,96.3836,330.92,0.64,0.54,2026-01-01,0721,N20,VIIRS,l,2,304.76,5.21,D,0
18.8499,95.39847,332.08,0.55,0.51,2026-01-01,0721,N20,VIIRS,l,2,305.36,3.62,D,0
18.54192,95.35103,331.67,0.54,0.51,2026-01-01,0721,N20,VIIRS,n,2,301.54,13.47,D,0
16.12037,95.67795,330.34,0.52,0.5,2026-01-01,0721,N20,VIIRS,l,2,302.32,3.12,D,0
16.23251,94.99997,342.51,0.47,0.48,2026-01-01,0721,N20,VIIRS,n,2,303.07,5.36,D,0
16.39251,96.18983,331.27,0.57,0.52,2026-01-01,0721,N20,VIIRS,l,2,302.79,2.83,D,0
16.25732,95.01939,339.01,0.48,0.48,2026-01-01,0721,N20,VIIRS,n,2,302.88,2.91,D,0
16.4528,96.2892,331.71,0.58,0.52,2026-01-01,0721,N20,VIIRS,l,2,301.99,5.58,D,0
16.51485,96.48387,335.26,0.6,0.53,2026-01-01,0721,N20,VIIRS,n,2,301.45,3.36,D,0
16.52727,96.38052,343.9,0.59,0.53,2026-01-01,0721,N20,VIIRS,n,2,302.34,7.69,D,0
16.52643,96.38304,343.81,0.59,0.53,2026-01-01,0721,N20,VIIRS,n,2,302.39,6.97,D,0
16.55448,96.41351,336.54,0.59,0.53,2026-01-01,0721,N20,VIIRS,n,2,303.4,5.62,D,0
16.71386,94.91132,334.93,0.48,0.48,2026-01-01,0721,N20,VIIRS,l,2,305.63,5.4,D,0
16.71332,94.90685,344.22,0.48,0.48,2026-01-01,0721,N20,VIIRS,n,2,303.68,5.35,D,0
16.77592,95.2378,333.32,0.5,0.49,2026-01-01,0721,N20,VIIRS,n,2,301.57,1.69,D,0
16.74091,94.73354,332.49,0.46,0.47,2026-01-01,0721,N20,VIIRS,n,2,304.13,3.97,D,0
16.77606,94.90791,330.43,0.48,0.48,2026-01-01,0721,N20,VIIRS,n,2,303.52,3.29,D,0
16.91777,95.94512,354.47,0.56,0.51,2026-01-01,0721,N20,VIIRS,n,2,303.28,12.98,D,0
16.7731,94.77814,336.99,0.47,0.47,2026-01-01,0721,N20,VIIRS,n,2,305.59,4.61,D,0
16.91903,95.94289,340.58,0.56,0.51,2026-01-01,0721,N20,VIIRS,n,2,302.33,8.0,D,0
16.80398,94.87879,339.83,0.47,0.48,2026-01-01,0721,N20,VIIRS,n,2,305.15,3.81,D,0
16.82059,94.8316,341.12,0.47,0.48,2026-01-01,0721,N20,VIIRS,n,2,303.28,8.8,D,0
16.83037,94.87542,342.87,0.47,0.48,2026-01-01,0721,N20,VIIRS,n,2,305.54,7.57,D,0
16.82335,94.81779,340.66,0.47,0.48,2026-01-01,0721,N20,VIIRS,n,2,304.1,5.14,D,0
16.79678,94.60078,340.3,0.46,0.47,2026-01-01,0721,N20,VIIRS,n,2,304.65,5.79,D,0
17.12313,96.36719,344.67,0.6,0.53,2026-01-01,0721,N20,VIIRS,n,2,304.82,8.82,D,0
17.12867,96.37227,333.65,0.6,0.53,2026-01-01,0721,N20,VIIRS,n,2,301.12,8.82,D,0
17.13355,96.37169,331.31,0.6,0.53,2026-01-01,0721,N20,VIIRS,n,2,300.11,4.23,D,0
17.29741,95.03752,340.49,0.49,0.49,2026-01-01,0721,N20,VIIRS,n,2,302.26,4.83,D,0
14.63613,77.35288,331.86,0.51,0.66,2026-01-01,0721,N20,VIIRS,n,2,295.4,5.23,D,0
17.94106,96.71836,345.11,0.32,0.55,2026-01-01,0721,N20,VIIRS,n,2,302.33,4.27,D,0
17.81391,95.22143,332.07,0.51,0.5,2026-01-01,0721,N20,VIIRS,n,2,301.1,3.34,D,0
18.21555,95.84514,331.05,0.57,0.52,2026-01-01,0721,N20,VIIRS,n,2,299.87,2.2,D,0
18.30737,95.66858,331.23,0.56,0.51,2026-01-01,0721,N20,VIIRS,n,2,302.77,2.79,D,0
18.43897,96.5363,332.35,0.32,0.55,2026-01-01,0721,N20,VIIRS,n,2,302.19,1.0,D,0
15.0978,75.66778,333.12,0.65,0.73,2026-01-01,0721,N20,VIIRS,n,2,297.7,5.45,D,0
18.40423,95.37084,341.91,0.54,0.51,2026-01-01,0721,N20,VIIRS,n,2,303.4,5.49,D,0
18.40888,95.37028,337.59,0.54,0.51,2026-01-01,0721,N20,VIIRS,n,2,301.11,3.83,D,0
18.40829,95.36517,351.03,0.54,0.5,2026-01-01,0721,N20,VIIRS,n,2,301.25,10.22,D,0
20.25902,86.26407,331.74,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,298.3,2.72,D,0
19.02239,95.32495,330.67,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,304.48,3.02,D,0
16.13987,76.98265,330.43,0.51,0.66,2026-01-01,0722,N20,VIIRS,n,2,295.87,3.86,D,0
19.18321,95.21803,336.33,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,300.19,4.43,D,0
19.18262,95.21298,335.09,0.54,0.5,2026-01-01,0722,N20,VIIRS,n,2,301.82,3.93,D,0
19.18174,95.21593,343.07,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,301.51,9.46,D,0
19.34803,96.49165,329.43,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,293.7,1.48,D,0
19.36909,96.3532,336.55,0.32,0.55,2026-01-01,0722,N20,VIIRS,n,2,301.82,2.15,D,0
19.17432,94.0483,333.58,0.45,0.47,2026-01-01,0722,N20,VIIRS,n,2,304.03,2.18,D,0
19.17862,94.04774,331.89,0.45,0.47,2026-01-01,0722,N20,VIIRS,n,2,303.8,2.18,D,0
17.60606,83.20131,336.62,0.57,0.43,2026-01-01,0722,N20,VIIRS,n,2,297.81,7.38,D,2
19.61226,96.88603,326.66,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,300.73,1.95,D,0
16.14241,75.46941,345.51,0.64,0.72,2026-01-01,0722,N20,VIIRS,n,2,298.48,6.85,D,0
16.44389,76.82289,331.9,0.51,0.66,2026-01-01,0722,N20,VIIRS,n,2,296.7,3.54,D,0
16.52753,77.15764,335.84,0.49,0.65,2026-01-01,0722,N20,VIIRS,n,2,296.34,3.87,D,0
19.50432,95.29713,332.66,0.55,0.51,2026-01-01,0722,N20,VIIRS,l,2,302.78,3.22,D,0
19.50211,95.29987,338.14,0.55,0.51,2026-01-01,0722,N20,VIIRS,n,2,303.02,5.36,D,0
19.53219,95.22771,347.36,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,302.82,9.16,D,0
19.68176,96.14542,341.01,0.63,0.54,2026-01-01,0722,N20,VIIRS,n,2,304.89,7.77,D,0
16.87765,78.12162,338.42,0.41,0.61,2026-01-01,0722,N20,VIIRS,n,2,294.93,3.48,D,0
19.61106,95.21317,348.8,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,305.32,9.56,D,0
19.60945,95.21519,334.47,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,304.11,4.43,D,0
19.60889,95.21005,329.64,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,304.15,4.43,D,0
19.61411,95.21457,345.24,0.54,0.51,2026-01-01,0722,N20,VIIRS,n,2,302.41,4.43,D,0
16.87737,78.12067,335.82,0.41,0.61,2026-01-01,0722,N20,VIIRS,n,2,295.29,4.15,D,0
19.90254,96.86803,344.88,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,299.0,3.47,D,0
19.90219,96.86472,339.62,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,299.76,3.47,D,0
19.75153,95.59,335.9,0.58,0.52,2026-01-01,0722,N20,VIIRS,n,2,304.11,4.81,D,0
19.90289,96.86651,350.02,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,300.27,3.47,D,0
19.90256,96.86317,327.55,0.35,0.57,2026-01-01,0722,N20,VIIRS,l,2,299.58,3.47,D,0
17.08421,78.42688,340.94,0.39,0.59,2026-01-01,0722,N20,VIIRS,n,2,298.49,3.44,D,0
17.12901,78.34439,344.3,0.4,0.6,2026-01-01,0722,N20,VIIRS,n,2,295.62,3.17,D,0
20.05403,96.2556,331.3,0.32,0.55,2026-01-01,0722,N20,VIIRS,n,2,300.73,1.46,D,0
18.03276,81.75722,338.8,0.45,0.47,2026-01-01,0722,N20,VIIRS,n,2,300.55,3.93,D,0
18.03188,81.75887,334.01,0.45,0.47,2026-01-01,0722,N20,VIIRS,n,2,299.31,3.0,D,0
19.89337,93.58835,336.24,0.43,0.46,2026-01-01,0722,N20,VIIRS,n,2,306.28,3.62,D,0
18.2942,82.87179,335.01,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,299.32,2.39,D,0
17.36889,78.08869,367.0,0.41,0.6,2026-01-01,0722,N20,VIIRS,h,2,300.47,10.42,D,0
17.3681,78.08494,332.89,0.41,0.6,2026-01-01,0722,N20,VIIRS,n,2,298.72,10.42,D,0
18.13863,81.85876,328.62,0.45,0.47,2026-01-01,0722,N20,VIIRS,n,2,301.32,2.44,D,0
20.32807,96.75843,337.21,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,305.09,2.06,D,0
20.3106,96.28076,347.68,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,301.86,4.53,D,0
20.12894,94.61433,338.43,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,302.5,3.94,D,0
20.31868,96.21164,339.63,0.32,0.55,2026-01-01,0722,N20,VIIRS,n,2,302.88,2.38,D,0
20.3897,96.74174,340.34,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,306.81,3.33,D,0
20.3949,96.74102,336.82,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,304.78,3.66,D,0
17.89455,79.94875,330.11,0.6,0.53,2026-01-01,0722,N20,VIIRS,n,2,296.52,4.13,D,0
20.40442,96.68096,343.62,0.35,0.56,2026-01-01,0722,N20,VIIRS,n,2,301.52,3.84,D,0
20.40571,96.68024,344.66,0.35,0.57,2026-01-01,0722,N20,VIIRS,n,2,302.77,3.87,D,0
20.42062,96.67158,337.64,0.35,0.56,2026-01-01,0722,N20,VIIRS,n,2,301.32,2.25,D,0
20.08564,93.43439,327.48,0.42,0.46,2026-01-01,0722,N20,VIIRS,l,2,301.69,2.5,D,0
20.24257,94.71182,341.84,0.51,0.5,2026-01-01,0722,N20,VIIRS,n,2,305.56,3.76,D,0
20.05055,93.07375,335.66,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,303.9,1.72,D,0
20.30671,94.70079,330.32,0.51,0.5,2026-01-01,0722,N20,VIIRS,l,2,304.71,2.17,D,0
20.30921,94.55705,339.01,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,302.17,4.37,D,0
20.34233,94.77177,339.97,0.52,0.5,2026-01-01,0722,N20,VIIRS,n,2,305.02,4.34,D,0
18.0397,79.90845,338.15,0.6,0.53,2026-01-01,0722,N20,VIIRS,n,2,298.32,5.47,D,0
18.74503,83.54093,337.06,0.52,0.42,2026-01-01,0722,N20,VIIRS,n,2,300.01,6.83,D,0
20.42887,94.75378,346.91,0.52,0.5,2026-01-01,0722,N20,VIIRS,n,2,302.59,5.28,D,0
20.4329,94.74823,337.76,0.52,0.5,2026-01-01,0722,N20,VIIRS,n,2,302.35,7.27,D,0
20.42704,94.52953,332.68,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,302.86,2.75,D,0
20.53617,95.34602,332.87,0.57,0.52,2026-01-01,0722,N20,VIIRS,n,2,303.38,3.44,D,0
17.20948,75.30629,335.15,0.62,0.72,2026-01-01,0722,N20,VIIRS,n,2,298.67,7.93,D,0
20.49251,94.66046,335.55,0.51,0.5,2026-01-01,0722,N20,VIIRS,n,2,302.44,5.33,D,0
20.49649,94.65495,335.2,0.51,0.5,2026-01-01,0722,N20,VIIRS,n,2,302.69,4.4,D,0
20.39269,93.27108,333.7,0.42,0.45,2026-01-01,0722,N20,VIIRS,n,2,302.58,2.53,D,0
17.51662,76.23452,345.54,0.53,0.67,2026-01-01,0722,N20,VIIRS,n,2,299.89,7.82,D,0
20.64466,94.68537,339.31,0.52,0.5,2026-01-01,0722,N20,VIIRS,n,2,299.14,3.79,D,0
20.99263,96.75984,327.04,0.36,0.57,2026-01-01,0722,N20,VIIRS,n,2,298.28,2.12,D,0
19.05593,82.65762,330.56,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,304.71,1.8,D,0
18.98413,81.96761,340.25,0.42,0.46,2026-01-01,0722,N20,VIIRS,n,2,301.93,4.63,D,0
18.989,81.97072,339.3,0.42,0.46,2026-01-01,0722,N20,VIIRS,n,2,302.17,3.59,D,0
18.98825,81.96673,342.57,0.42,0.46,2026-01-01,0722,N20,VIIRS,n,2,313.14,43.21,D,0
19.07073,82.36563,333.45,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,302.92,5.07,D,0
18.30735,78.46686,330.83,0.37,0.58,2026-01-01,0722,N20,VIIRS,n,2,299.68,3.94,D,0
17.88081,76.46621,332.74,0.51,0.66,2026-01-01,0722,N20,VIIRS,n,2,299.81,3.98,D,0
19.14756,82.69611,335.06,0.57,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.03,3.57,D,0
19.07088,82.27544,339.2,0.41,0.45,2026-01-01,0722,N20,VIIRS,n,2,304.8,3.38,D,0
19.13708,82.45621,339.84,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,301.15,2.23,D,0
19.0962,82.20704,353.7,0.41,0.45,2026-01-01,0722,N20,VIIRS,n,2,305.72,7.26,D,0
19.17783,82.61446,332.4,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,305.83,3.56,D,0
19.09738,82.1671,332.61,0.41,0.45,2026-01-01,0722,N20,VIIRS,n,2,302.79,4.82,D,2
19.17623,82.61441,331.8,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,304.63,2.73,D,0
19.09675,82.16734,337.4,0.41,0.45,2026-01-01,0722,N20,VIIRS,n,2,302.7,4.69,D,2
19.16824,82.43807,330.95,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,300.59,1.8,D,0
19.15917,82.36671,330.66,0.4,0.44,2026-01-01,0722,N20,VIIRS,l,2,302.92,3.87,D,0
19.19651,82.54643,328.93,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,302.48,1.84,D,0
21.10592,95.8259,334.78,0.62,0.54,2026-01-01,0722,N20,VIIRS,n,2,304.26,5.46,D,0
19.17276,82.28217,333.3,0.4,0.45,2026-01-01,0722,N20,VIIRS,l,2,305.27,2.42,D,0
18.02407,76.51125,336.5,0.5,0.66,2026-01-01,0722,N20,VIIRS,n,2,297.63,2.55,D,0
17.78052,75.22619,330.07,0.61,0.71,2026-01-01,0722,N20,VIIRS,n,2,297.79,3.36,D,0
21.25791,95.68542,333.62,0.61,0.53,2026-01-01,0722,N20,VIIRS,n,2,300.76,2.65,D,0
21.40869,96.35106,333.84,0.34,0.56,2026-01-01,0722,N20,VIIRS,n,2,299.69,3.35,D,0
18.04304,75.49193,339.74,0.58,0.7,2026-01-01,0722,N20,VIIRS,n,2,298.39,5.37,D,0
20.10032,86.26929,330.53,0.4,0.37,2026-01-01,0722,N20,VIIRS,l,2,300.87,2.01,D,0
21.43927,96.34431,332.91,0.34,0.56,2026-01-01,0722,N20,VIIRS,n,2,301.43,2.44,D,0
19.36878,81.8847,340.79,0.42,0.45,2026-01-01,0722,N20,VIIRS,n,2,304.13,4.32,D,0
19.54667,82.84463,335.6,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.64,3.28,D,0
19.36712,81.88589,332.49,0.42,0.45,2026-01-01,0722,N20,VIIRS,n,2,301.01,3.28,D,0
19.36636,81.88194,334.92,0.42,0.45,2026-01-01,0722,N20,VIIRS,n,2,304.71,5.62,D,0
19.37082,81.81516,328.95,0.43,0.46,2026-01-01,0722,N20,VIIRS,n,2,300.81,1.09,D,0
18.0458,75.49012,340.58,0.58,0.7,2026-01-01,0722,N20,VIIRS,n,2,298.8,4.98,D,0
19.57655,82.87627,335.05,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.01,4.79,D,0
19.58229,82.88579,333.44,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.28,5.48,D,0
19.65639,83.16451,332.62,0.53,0.42,2026-01-01,0722,N20,VIIRS,n,2,301.91,3.8,D,0
19.62123,82.83507,329.84,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.94,3.39,D,0
19.63251,82.87563,332.25,0.55,0.43,2026-01-01,0722,N20,VIIRS,l,2,302.54,2.78,D,0
21.50512,96.05222,338.05,0.32,0.55,2026-01-01,0722,N20,VIIRS,n,2,300.15,4.14,D,0
21.50479,96.04907,352.94,0.32,0.55,2026-01-01,0722,N20,VIIRS,n,2,302.9,4.14,D,0
19.58172,82.52522,333.52,0.39,0.44,2026-01-01,0722,N20,VIIRS,n,2,299.86,2.35,D,0
21.50889,96.04988,342.89,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,300.93,3.19,D,0
21.35767,94.44067,328.85,0.51,0.49,2026-01-01,0722,N20,VIIRS,n,2,298.58,1.87,D,0
19.6818,82.7449,333.07,0.56,0.43,2026-01-01,0722,N20,VIIRS,n,2,301.98,4.31,D,0
19.69156,82.73203,332.98,0.56,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.13,6.27,D,0
17.83765,73.79288,335.46,0.76,0.77,2026-01-01,0722,N20,VIIRS,n,2,298.98,11.84,D,0
19.61027,82.15059,347.04,0.4,0.45,2026-01-01,0722,N20,VIIRS,n,2,305.88,12.17,D,0
19.6096,82.14693,334.61,0.4,0.45,2026-01-01,0722,N20,VIIRS,n,2,301.05,5.64,D,0
19.01449,79.02657,330.97,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,298.01,1.21,D,0
21.16594,92.19054,331.04,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,299.93,3.29,D,0
21.68365,96.11648,340.47,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,300.78,2.46,D,0
21.73092,96.27631,342.16,0.34,0.56,2026-01-01,0722,N20,VIIRS,n,2,302.28,3.39,D,0
18.79867,77.39375,330.16,0.42,0.61,2026-01-01,0722,N20,VIIRS,n,2,298.38,1.59,D,0
19.96289,83.33282,332.02,0.51,0.41,2026-01-01,0722,N20,VIIRS,n,2,302.35,3.19,D,0
20.49308,86.45168,333.03,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,301.26,2.51,D,0
19.96355,83.3341,331.94,0.51,0.41,2026-01-01,0722,N20,VIIRS,n,2,302.59,3.64,D,0
18.797,77.39249,332.66,0.42,0.61,2026-01-01,0722,N20,VIIRS,n,2,299.24,2.37,D,0
21.83093,96.92156,325.79,0.37,0.58,2026-01-01,0722,N20,VIIRS,l,2,295.84,1.25,D,0
21.84204,96.92423,327.86,0.37,0.58,2026-01-01,0722,N20,VIIRS,n,2,297.39,2.37,D,0
19.79362,82.11977,339.92,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,301.69,1.91,D,0
21.84107,96.16113,333.79,0.33,0.56,2026-01-01,0722,N20,VIIRS,n,2,303.28,2.99,D,0
20.5779,86.47092,334.95,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,299.76,3.71,D,0
20.59952,86.47859,336.66,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,300.44,4.05,D,0
20.65089,86.67473,330.26,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,299.56,2.54,D,0
21.86608,96.12161,331.15,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,301.97,0.9,D,0
20.51521,85.57114,330.27,0.41,0.37,2026-01-01,0722,N20,VIIRS,n,2,298.49,1.2,D,0
19.9343,82.1769,335.56,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,302.54,1.56,D,0
19.9383,82.17606,330.91,0.4,0.44,2026-01-01,0722,N20,VIIRS,n,2,301.35,1.56,D,0
19.06857,77.55939,338.22,0.41,0.6,2026-01-01,0722,N20,VIIRS,n,2,299.86,3.77,D,0
19.06777,77.55569,333.78,0.41,0.6,2026-01-01,0722,N20,VIIRS,n,2,300.99,3.77,D,0
21.96542,95.99842,334.83,0.33,0.55,2026-01-01,0722,N20,VIIRS,n,2,299.2,2.27,D,0
20.82848,86.96429,340.73,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,307.88,4.2,D,0
20.83507,86.96314,340.08,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,306.02,4.25,D,0
19.56817,79.64003,330.2,0.58,0.52,2026-01-01,0722,N20,VIIRS,n,2,299.05,2.75,D,0
22.06329,96.25181,347.95,0.34,0.56,2026-01-01,0722,N20,VIIRS,n,2,299.27,5.11,D,0
19.76973,80.60098,337.54,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,299.52,3.38,D,0
21.76785,93.5266,333.28,0.45,0.47,2026-01-01,0722,N20,VIIRS,l,2,306.52,5.58,D,0
18.59968,74.92023,332.97,0.62,0.71,2026-01-01,0722,N20,VIIRS,n,2,300.23,5.92,D,0
19.9377,81.42046,331.68,0.44,0.46,2026-01-01,0722,N20,VIIRS,n,2,302.31,4.34,D,0
19.77322,80.60278,330.41,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,298.44,4.11,D,0
19.93744,81.41763,334.08,0.44,0.46,2026-01-01,0722,N20,VIIRS,n,2,302.45,3.49,D,0
22.06533,96.25139,348.62,0.34,0.56,2026-01-01,0722,N20,VIIRS,n,2,299.12,5.51,D,0
20.71082,85.58363,327.16,0.41,0.37,2026-01-01,0722,N20,VIIRS,n,2,297.4,2.02,D,0
18.60019,74.9197,332.77,0.62,0.71,2026-01-01,0722,N20,VIIRS,n,2,300.12,7.54,D,0
22.00534,95.1934,334.73,0.58,0.52,2026-01-01,0722,N20,VIIRS,n,2,299.5,2.09,D,0
20.89189,86.43399,332.33,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,300.32,3.59,D,0
18.35199,73.39596,367.0,0.78,0.78,2026-01-01,0722,N20,VIIRS,h,2,295.0,19.84,D,0
20.75863,85.29765,333.57,0.41,0.37,2026-01-01,0722,N20,VIIRS,n,2,302.3,4.04,D,2
19.90376,80.54723,332.69,0.5,0.49,2026-01-01,0722,N20,VIIRS,n,2,301.85,4.71,D,0
18.35609,73.39404,367.0,0.78,0.78,2026-01-01,0722,N20,VIIRS,h,2,294.15,15.05,D,0
20.4698,83.5074,334.83,0.5,0.41,2026-01-01,0722,N20,VIIRS,n,2,303.49,3.67,D,0
19.13911,76.80087,342.19,0.45,0.63,2026-01-01,0722,N20,VIIRS,n,2,299.86,4.11,D,0
20.78534,85.26823,331.36,0.42,0.37,2026-01-01,0722,N20,VIIRS,n,2,298.03,5.12,D,2
20.79361,85.2545,335.28,0.42,0.37,2026-01-01,0722,N20,VIIRS,n,2,301.17,10.47,D,2
20.95017,86.05029,335.52,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,302.18,3.68,D,2
20.96395,86.01252,335.54,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,301.28,5.02,D,2
20.96334,86.00875,347.33,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,303.2,5.02,D,2
20.96273,86.00497,331.46,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,301.32,3.06,D,2
20.92837,85.72961,331.08,0.4,0.37,2026-01-01,0722,N20,VIIRS,n,2,297.8,1.64,D,0
21.0823,86.49832,332.88,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,300.09,2.51,D,0
20.62557,83.7071,327.35,0.48,0.4,2026-01-01,0722,N20,VIIRS,n,2,300.6,1.71,D,0
20.25464,81.59505,333.94,0.43,0.46,2026-01-01,0722,N20,VIIRS,n,2,303.4,2.66,D,0
20.86335,84.99522,330.31,0.42,0.38,2026-01-01,0722,N20,VIIRS,l,2,300.98,4.88,D,2
20.30731,81.74039,329.56,0.42,0.45,2026-01-01,0722,N20,VIIRS,n,2,302.28,1.7,D,0
19.42914,77.28636,339.66,0.42,0.61,2026-01-01,0722,N20,VIIRS,n,2,300.85,5.76,D,0
20.88606,84.98265,331.37,0.42,0.38,2026-01-01,0722,N20,VIIRS,n,2,298.48,4.21,D,2
21.14613,86.36452,331.22,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,300.8,2.12,D,0
19.42845,77.28654,345.08,0.42,0.61,2026-01-01,0722,N20,VIIRS,n,2,301.46,5.14,D,0
20.96242,85.19061,338.15,0.42,0.37,2026-01-01,0722,N20,VIIRS,n,2,303.63,4.68,D,2
19.42329,77.21007,332.18,0.42,0.61,2026-01-01,0722,N20,VIIRS,n,2,300.27,2.53,D,0
20.9632,85.17416,333.8,0.42,0.37,2026-01-01,0722,N20,VIIRS,n,2,299.73,4.85,D,2
20.97067,85.17683,348.08,0.42,0.37,2026-01-01,0722,N20,VIIRS,n,2,301.91,11.46,D,2
20.96672,85.15302,326.09,0.42,0.37,2026-01-01,0722,N20,VIIRS,l,2,299.81,3.17,D,2
19.56226,77.72121,336.06,0.39,0.59,2026-01-01,0722,N20,VIIRS,n,2,299.74,2.46,D,0
20.55352,82.60248,332.27,0.55,0.43,2026-01-01,0722,N20,VIIRS,n,2,302.33,3.05,D,0
19.23596,76.00175,336.42,0.51,0.66,2026-01-01,0722,N20,VIIRS,n,2,299.18,4.71,D,0
21.20065,86.34325,336.65,0.39,0.36,2026-01-01,0722,N20,VIIRS,n,2,302.64,9.85,D,0
